Handle,Title,Vendor,Product Category,Type,Tags
winterzeit-nr-444,,,,,
winterzeit-nr-444,,,,,
fondue-tea-the-original-nr-480,"Fondue Tea ""the Original""",London Tea,Uncategorized,Tee im Beutel,"belebend, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H: Schweiz, Oolong, Oolong Tee, Pyramiden Tee Beutel, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, revigorant, sachets-pyramides, Schweizer, Schweizer Geschenke, STK:15stk, Swiss Ethno, WAT:100, ZD:4-5"
fondue-tea-the-original-nr-480,,,,,
fondue-tea-the-original-nr-480,,,,,
ski-tee-nr-481,Ski Tee,London Tea,Uncategorized,Tee im Beutel,"belebend, faible teneur en caféine, FR: HERBES DE MONTAGNE BIOLOGIQUES SUISSES, FR: Thé de ski, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, pyramidenbeutel, revigorant, Schweizer Geschenke, Thé de base certifié, WAT:100, ZD:7-10"
ski-tee-nr-481,,,,,
ski-tee-nr-481,,,,,
gletscher-tee-nr-482,Gletscher Tee Bio,London Tea,Uncategorized,Tee im Beutel,"belebend, faible teneur en caféine, FR: Thé des glaciers, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, revigorant, Schweizer, Swiss Ethno, Thé de base certifié, WAT:100, ZD:7-10"
gletscher-tee-nr-482,,,,,
gletscher-tee-nr-482,,,,,
tee-zum-bernhardiner-nr-484,Tee zum Bernhardiner,London Tea,,Tee im Beutel,"beruhigend, calmant, faible teneur en caféine, FR:Thé du St-Bernard, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, pyramidenbeutel, Schweizer, Swiss Ethno, Thé de base certifié, WAT:100, ZD:7-10"
tee-zum-bernhardiner-nr-484,,,,,
tee-zum-bernhardiner-nr-484,,,,,
chalet-tee-nr-486,Chalet Tee Bio,London Tea,,Tee im Beutel,"beruhigend, BIO, Bioinspecta, calmant, faible teneur en caféine, FR:Thé du chalet, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, Schweizer, Swiss Ethno, WAT:100, ZD:7-10"
chalet-tee-nr-486,,,,,
chalet-tee-nr-486,,,,,
swiss-mountain-tea-nr-487,Swiss Mountain Tea,London Tea,Uncategorized,Tee im Beutel,"bestseller, faible teneur en caféine, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, pyramidenbeutel, schützend, Thé de base certifié, WAT:100, ZD:7-10"
swiss-mountain-tea-nr-487,,,,,
swiss-mountain-tea-nr-487,,,,,
kamillenbluten-ganz-nr-343,Kamillenblüten Ganz,London Tea,Uncategorized,Tee lose,"beruhigend, calmant, faible teneur en caféine, FR: Fleurs de camomille, Galaxus, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, P:3-4, schützend, WAT:100"
kamillenbluten-ganz-nr-343,,,,,
kamillenbluten-ganz-nr-343,,,,,
lindenbluten-geschnitten-nr-345,Lindenblüten geschnitten,London Tea,Uncategorized,Tee lose,"beruhigend, calmant, faible teneur en caféine, FR: COUPE DE TILLEUL, Galaxus, GG: 50g, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, P:3-4, WAT:100"
lindenbluten-geschnitten-nr-345,,,,,
himbeerblatter-nr-354,Himbeerblätter,London Tea,Uncategorized,Tee lose,"beruhigend, calmant, faible teneur en caféine, FR: Feuilles de framboise, G:50g, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, P:3-4, Thé de base certifié, WAT:100"
himbeerblatter-nr-354,,,,,
white-winter-wonderland-nr-307,White Winter Wonderland,London Tea,Uncategorized,Tee lose,"aktuell conv., beruhigend, calmant, Galaxus, H: Schweiz, P:3-4, Thé blanc, WAT:90, Weisser Tee, ZD:3-4"
white-winter-wonderland-nr-307,,,,,
white-winter-wonderland-nr-307,,,,,
sweet-ginger-princess-nr-40,Sweet Ginger Princess,London Tea,Uncategorized,Tee lose,"belebend, bestseller, Eistee, Erkältung, faible teneur en caféine, Früchtetee, Galaxus, H: Schweiz, Infusion aux fruits, koffeinarm, P:4-5, revigorant, schützend, WAT:100, Wellness, ZD:7-10"
sweet-ginger-princess-nr-40,,,,,
sweet-ginger-princess-nr-40,,,,,
winter-fit-protect-tea-nr-118,Winter Fit,London Tea,Uncategorized,Tee lose,"belebend, Erkältung, Galaxus, H: Schweiz, Infusion aux herbes, Kräuter Tee, kräutertee, P:4, revigorant, schützend, WAT:100, Wellness, ZD:5-10"
winter-fit-protect-tea-nr-118,,,,,
winter-fit-protect-tea-nr-118,,,,,
winter-fit-protect-tea-nr-118,,,,,
yoga-three-dosha-nr-203,Yoga Three-Dosha Bio,London Tea,Uncategorized,Tee lose,"Ayurveda, Bioinspecta, G:50g, Galaxus, GG: 50g, H: Schweiz, Kräuter Tee, P:4-5, WAT:100, ZD:5-10"
yoga-three-dosha-nr-203,,,,,
whisky-on-finest-keemun-tea-nr-311,Whisky on finest Keemun Tea,London Tea,,Tee lose,"belebend, BPD, P:2-3, revigorant, Schwarztee, Thé Noir, WAT:80, ZD:2-3"
whisky-on-finest-keemun-tea-nr-311,,,,,
whisky-on-finest-keemun-tea-nr-311,,,,,
rum-on-superieur-yunnan-tea-nr-310,Rum on Superieur Yunnan Tea,London Tea,Uncategorized,Tee lose,"belebend, BPD, P:3, revigorant, Schwarztee, Thé de base certifié, Thé Noir, WAT:100, ZD:3, Zertifizierter Basistee"
rum-on-superieur-yunnan-tea-nr-310,,,,,
rum-on-superieur-yunnan-tea-nr-310,,,,,
gin-on-green-tea-nr-308,Gin on Green Tea,London Tea,,Tee lose,"belebend, BPD, China, Chine, Grüntee, P:2-3, revigorant, Thé de base certifié, Thé vert, WAT:80, ZD:2-3, Zertifizierter Basistee"
gin-on-green-tea-nr-308,,,,,
gin-on-green-tea-nr-308,,,,,
hibiskus-mango-maracuja-tee-nr-114,Hibiskus Mango Maracuja Eistee,London Tea,Uncategorized,Tee lose,"belebend, Eistee, Galaxus, H: Schweiz, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4-5"
hibiskus-mango-maracuja-tee-nr-114,,,,,
hibiskus-mango-maracuja-tee-nr-114,,,,,
finest-caravan-tea-nr-8,Finest Caravan Tea,London Tea,Uncategorized,Tee lose,"belebend, China, Chine, Galaxus, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4"
finest-caravan-tea-nr-8,,,,,
finest-caravan-tea-nr-8,,,,,
finest-caravan-tea-nr-8,,,,,
nepal-maloom-ftgfop-1-tea-nr-74,Nepal Maloom FTGFOP 1 TEA,London Tea,Uncategorized,Tee lose,"belebend, Darjeeling-Nepal, G:100g, P:4-5, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4-5"
nepal-maloom-ftgfop-1-tea-nr-74,,,,,
golden-pu-er-nr-3802,Golden Pu Erh,London Tea,,Tee lose,"China, Chine, G:50g, P:3-4, Pu Er, rarität, WAT:100, ZD:3-4"
golden-pu-er-nr-3802,,,,,
ceylon-aislaby-bop-nr-605,Ceylon Aislaby,London Tea,,Tee lose,"belebend, Ceylon, G:100g, P:3-4, rarität, revigorant, Schwarztee, Thé de base certifié, Thé Noir, WAT:100, ZD:3-4"
ceylon-aislaby-bop-nr-605,,,,,
ceylon-saint-james-nr-604,Ceylon Saint James,London Tea,Uncategorized,Tee lose,"belebend, Ceylon, G:50g, P:3-4, rarität, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:3-4"
ceylon-saint-james-nr-604,,,,,
sumatra-bop-1-bah-butong-nr-2420,"Sumatra BOP 1 ""BAH BUTONG""",London Tea,,Tee lose,"belebend, G:50g, P:3-4, rarität, revigorant, Schwarztee, Thé Noir, WAT.100, ZD:3-4"
sumatra-bop-1-bah-butong-nr-2420,,,,,
assam-mangalam-ftgfop1-nr-2351,Assam Mangalam FTGFOP1,London Tea,,Tee lose,"Assam, belebend, G:50g, P:3, rarität, revigorant, Schwarztee, Thé Noir, WAT.100, ZD:3"
assam-mangalam-ftgfop1-nr-2351,,,,,
dong-ding-jade-oolong-nr-3217,"""Dong Ding"" Jade Oolong",London Tea,,Tee lose,"beruhigend, BIO, Bioinspecta, calmant, China, Chine, G:50g, Oolong, P:3-4, rarität, Thé de jardin certifié, WAT:85, ZD:3-4"
dong-ding-jade-oolong-nr-3217,,,,,
stein-ginseng-oolong-nr-3216,Stein Ginseng Oolong,London Tea,,Tee lose,"beruhigend, BIO, Bioinspecta, calmant, FR: PIERRE GINSENG OOLONG, G:100g, Oolong, P:3-4, rarität, Thé de jardin certifié, WAT:80-90, ZD:2-3"
stein-ginseng-oolong-nr-3216,,,,,
japan-shizuoka-gabalong-nr-4416,Japan Shizuoka Gabalong Bio,London Tea,,Tee lose,"beruhigend, BIO, Bioinspecta, calmant, G:50g, Grüntee, Japan, Japon, P:2-3, rarität, Thé de jardin certifié, Thé vert, WAT:80, ZD:1-2"
japan-shizuoka-gabalong-nr-4416,,,,,
kukicha-tee-nr-4415,Kukicha Tee Bio,London Tea,,Tee lose,"belebend, BIO, Bioinspecta, FR: Thé Kukicha, G:50g, Grüntee, Japan, Japon, P:3-4, rarität, revigorant, Thé de jardin certifié, Thé vert, WAT:65-75, ZD:2-3"
kukicha-tee-nr-4415,,,,,
gui-hua-osmanthus-nr-4509,Gui Hua Osmanthus,London Tea,,Tee lose,"belebend, G:50g, Grüntee, P:3-4, rarität, revigorant, Thé vert, WAT:90, ZD:2"
gui-hua-osmanthus-nr-4509,,,,,
gui-hua-osmanthus-nr-4509,,,,,
yunnan-jade-ring-yu-huan-nr-4217,"Yunnan Jade Ring ""YU HUAN""",London Tea,,Tee lose,"belebend, G:25g, Grüntee, P:2-3, rarität, revigorant, Thé vert, WAT:85, ZD:2"
yunnan-jade-ring-yu-huan-nr-4217,,,,,
milky-mao-feng-nr-4208,Milky Mao Feng,London Tea,,Tee lose,"belebend, G:50g, Grüntee, P:2-3, rarität, revigorant, Thé vert, WAT:85, ZD:2"
milky-mao-feng-nr-4208,,,,,
qian-dao-pine-needle-nr-702,Qian Dao Pine Needle Bio,London Tea,,Tee lose,"belebend, BIO, Bioinspecta, G:30g, Grüntee, P:2-3, rarität, revigorant, Thé de jardin certifié, Thé vert, WAT:85, ZD:2"
qian-dao-pine-needle-nr-702,,,,,
qian-dao-pine-needle-nr-702,,,,,
en-shi-yu-lu-nr-700,En Shi Yu Lu Bio,London Tea,,Tee lose,"belebend, BIO, Bioinspecta, China, Chine, G:50g, Grüntee, P:2-3, rarität, revigorant, Thé de jardin certifié, Thé vert, WAT:85, ZD:2"
en-shi-yu-lu-nr-700,,,,,
white-vietnam-tam-duong-nr-801,White Vietnam Tam Duong Bio,London Tea,,Tee lose,"beruhigend, BIO, Bioinspecta, calmant, G:25g, P:3-4, rarität, Thé blanc, Thé de jardin certifié, WAT:70, Weisser Tee, ZD:2"
white-vietnam-tam-duong-nr-801,,,,,
silver-moonlight-yunnan-nr-800,Silver Moonlight Yunnan Bio,London Tea,,Tee lose,"BIO, Bioinspecta, G:30g, P:3, rarität, Thé blanc, Thé de jardin certifié, WAT:80, Weisser Tee, ZD:2-3"
silver-moonlight-yunnan-nr-800,,,,,
silver-moonlight-yunnan-nr-800,,,,,
nepal-sakkira-white-tea-nr-3618,Nepal Sakhira White Tea,London Tea,,Tee lose,"beruhigend, calmant, G:25g, P:6, rarität, Thé blanc, WAT:85, Weisser Tee, ZD:2-3"
nepal-sakkira-white-tea-nr-3618,,,,,
nepal-sakkira-white-tea-nr-3618,,,,,
erdbeer-minze-eistee-n-108,Erdbeer-Minze Eistee,London Tea,Uncategorized,Tee lose,"Eistee, faible teneur en caféine, FR: Fraise et menthe, Früchte Tee, Früchtetee, Galaxus, H: Schweiz, Ice-Tea, Infusion aux fruits, koffeinarm, P:4-5, WAT:100, ZD:5-6"
erdbeer-minze-eistee-n-108,,,,,
erdbeer-minze-eistee-n-108,,,,,
erdbeer-minze-eistee-n-108,,,,,
ceylon-bop-blend-n-100-100-250-500-1000g,Schwarztee Blend Bio,London Tea,Uncategorized,Tee lose,"belebend, BIO, Bioinspecta, Galaxus, H: Indien, P:4, revigorant, Schwarztee, Thé de jardin certifié, Thé Noir, WAT:100, ZD:4, Zertifizierte Sorten"
ceylon-bop-blend-n-100-100-250-500-1000g,,,,,
ceylon-bop-blend-n-100-100-250-500-1000g,,,,,
ski-tee-n-205,Ski Tee,London Tea,Uncategorized,Tee lose,"belebend, faible teneur en caféine, FR: Thé de ski, G: 25g, Galaxus, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, P:3, revigorant, Schweizer, Swiss Ethno, WAT:100, ZD:7-10"
ski-tee-n-205,,,,,
gletscher-tee-n-206,Gletscher Tee Bio,London Tea,,Tee lose,"BIO, Bio Alpenkräuter, Bioinspecta, faible teneur en caféine, FR: Thé des glaciers, G: 25g, Galaxus, GG: 25g, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, P:3, Schweizer, Swiss Ethno, Thé de jardin certifié, WAT:100, ZD:7-10"
gletscher-tee-n-206,,,,,
tee-zum-bernhardiner-n-209,Tee zum Bernhardiner,London Tea,,Tee lose,"beruhigend, Bio Alpenkräuter, calmant, faible teneur en caféine, FR: Thé du St-Bernard, G: 25g, Galaxus, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, P:3, Schweizer, Swiss Ethno, Thé de base certifié, WAT:100, ZD:7-10"
tee-zum-bernhardiner-n-209,,,,,
swiss-mountain-tea-n-213,Swiss Mountain Tea,London Tea,,Tee lose,"beruhigend, bestseller, calmant, Galaxus, GG: 25g, H: Schweiz, Infusion aux herbes, Kräuter Tee, kräutertee, P:3, Schweizer, Swiss Ethno, Thé de base certifié, WAT:100, ZD:7-10"
swiss-mountain-tea-n-213,,,,,
das-krautertee-set-n-6320,Kräutergarten Selection - Pyramidenbeutel Set,London Tea,,Geschenke,"FR:Set de tisanes, Galaxus, geschenke, Geschenkideen, GG: 160g, H: Schweiz, kräutertee, Probier-Set, ProbierSet, Pyramiden Beutel Set, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, set, Weihnachten"
das-krautertee-set-n-6320,,,,,
das-krautertee-set-n-6320,,,,,
das-krautertee-set-n-6320,,,,,
das-krautertee-set-n-6320,,,,,
das-familien-set-n-6330,Family Selection - Pyramidebeutel Set,London Tea,,Geschenke,"FR:Set de la famille, Früchtetee, Galaxus, geschenke, Geschenkideen, GG: 160g, H: Schweiz, Probier-Set, ProbierSet, Pyramiden Beutel Set, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, Rooibos, set, Weihnachten, Weisser Tee"
das-familien-set-n-6330,,,,,
das-familien-set-n-6330,,,,,
das-familien-set-n-6330,,,,,
das-familien-set-n-6330,,,,,
das-tea-time-set-n-6300,Tea Time Selection - Pyramidenbeutel Set,London Tea,,Geschenke,"FR:Set Tea-Time, Galaxus, geschenke, Geschenkideen, GG: 160g, Grüntee, H: Schweiz, Probier-Set, ProbierSet, Pyramiden Beutel Set, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, Schwarztee, set, Thé Noir, Weihnachten"
das-tea-time-set-n-6300,,,,,
das-tea-time-set-n-6300,,,,,
das-tea-time-set-n-6300,,,,,
das-tea-time-set-n-6300,,,,,
das-wellness-set-n-6310,Wellness Selection - Pyramidenbeutel Set,London Tea,,Geschenke,"Erkältung, FR:Set Wellness, Früchtetee, Galaxus, geschenke, Geschenkideen, GG: 160g, H: Schweiz, kräutertee, Probier-Set, ProbierSet, Pyramiden Beutel Set, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, Rooibos, set, Weihnachten"
das-wellness-set-n-6310,,,,,
das-wellness-set-n-6310,,,,,
das-wellness-set-n-6310,,,,,
das-wellness-set-n-6310,,,,,
white-peach-tea-nr-305,White Peach Tea,London Tea,Uncategorized,Tee lose,"beruhigend, calmant, Für den ganzen Tag, G:50g, Galaxus, P:3-4, Thé blanc, WAT:80, Weisser Tee, ZD:3-4"
white-peach-tea-nr-305,,,,,
assam-tea-tgfbop-nr-12,Assam TGFBOP Tea,London Tea,Uncategorized,Tee lose,"Assam, belebend, Galaxus, Morgens, P:3-4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:3-4"
assam-tea-tgfbop-nr-12,,,,,
assam-tea-tgfbop-nr-12,,,,,
assam-tea-tgfbop-nr-12,,,,,
sport-ice-tea-nr-99,Sport Tea,London Tea,,Tee lose,"belebend, Eistee, Eistee lose Sommerpack, faible teneur en caféine, FR: Thé du sport, Früchte Tee, Früchtetee, H: Schweiz, Ice-Tea, Infusion aux fruits, koffeinarm, P:4-5, revigorant, Saisonaler Tee, Sommer - Ice Tea, WAT:100, ZD:7-10"
sport-ice-tea-nr-99,,,,,
sport-ice-tea-nr-99,,,,,
smoky-assam-malty-vanilla-davidoff-of-geneva-nr-50,"Smoky Assam ""Malty Vanilla""",London Tea,Uncategorized,Tee lose,"Assam, belebend, G:80g, P:3-4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:3-4"
smoky-assam-malty-vanilla-davidoff-of-geneva-nr-50,,,,,
matcha-iri-genmaicha-organic-nr-4407-50g,Matcha-Iri Genmaicha Bio,London Tea,,Tee lose,"belebend, BIO, Bioinspecta, G:50g, Grüntee, Grüntee aus Japan, Japan, Japon, P:2-3, rarität, revigorant, Thé de jardin certifié, Thé vert, WAT:90, ZD:2-3"
matcha-iri-genmaicha-organic-nr-4407-50g,,,,,
java-op-malabar-n-2410,"Java OP ""Malabar""",London Tea,,Tee lose,"Aus aller Welt, belebend, G:50g, P:3-4, rarität, revigorant, Schwarztee, Tee-Raritäten, Thé Noir, WAT:100, ZD:3-4"
java-op-malabar-n-2410,,,,,
kamairi-cha-ureshino-cha-n-4404-50g,Kamairi Cha Ureshino-Cha Bio,London Tea Co. Ltd,,Tee lose,"belebend, BIO, Bioinspecta, Grüntee, P:2-3, rarität, Raritäten, revigorant, Tee-Raritäten, Thé de jardin certifié, Thé vert, WAT:80, ZD:2-3"
kamairi-cha-ureshino-cha-n-4404-50g,,,,,
kissa-matcha-for-latte-to-go-n-754-120g,Matcha Latte Mix,London Tea,Uncategorized,Tee lose,"belebend, BIO, Bioinspecta, G:120g, Galaxus, Grüntee, H: Deutschland, Japan, Japon, KISSA Latte To Go, matcha, Matcha Bio, revigorant"
kissa-matcha-for-latte-to-go-n-754-120g,,,,,
kissa-matcha-for-latte-to-go-n-754-120g,,,,,
tamaryokucha-grune-juwelen-bio-n-4410-50g,"Tamaryokucha ""Grüne Juwelen"" Bio",London Tea Company,,Tee lose,"BIO, Bioinspecta, cold brew, G:50g, Japan, Japon, P:2-3, rarität, Raritäten, Tee-Raritäten, Thé de jardin certifié, WAT:90, ZD:2-3"
tamaryokucha-grune-juwelen-bio-n-4410-50g,,,,,
yunnan-golden-bud-mao-feng-n-2413,Yunnan Golden Bud Mao Feng,London Tea,,Tee lose,"belebend, China, Chine, G:50g, P:4, rarität, revigorant, Schwarzer Tee, Schwarztee aus China / Taiwan, Tee-Raritäten, Thé Noir, WAT:100, ZD:3-5"
yunnan-golden-bud-mao-feng-n-2413,,,,,
yunnan-golden-bud-mao-feng-n-2413,,,,,
jasmine-phoenix-eyes-nr-3612,Jasmine Phoenix Eyes,London Tea,,Tee lose,"beruhigend, calmant, China, Chine, G:50g, P:3-4, rarität, Tee-Raritäten, Thé blanc, WAT:85, Weisser Tee, ZD:2-3"
jasmine-phoenix-eyes-nr-3612,,,,,
alpenkrauter-eistee-nr-112,Alpenkräuter Eistee,London Tea,Uncategorized,Tee lose,"belebend, Eistee, Eistee lose Sommerpack, faible teneur en caféine, FR:Thé aux herbes des Alpes, früchtetee, Galaxus, H: Schweiz, Ice-Tea, Infusion aux fruits, Infusion aux herbes, koffeinarm, kräutertee, P:4-5, revigorant, Saisonaler Tee, Sommer - Ice Tea, Swiss Ethno, WAT:100, ZD:7-10"
alpenkrauter-eistee-nr-112,,,,,
alpenkrauter-eistee-nr-112,,,,,
alpenkrauter-eistee-nr-112,,,,,
irish-breakfast-tea-n-71,Irish Breakfast Tea,London Tea,Uncategorized,Tee lose,"Assam, belebend, Galaxus, H: Schweiz, Morgens, P:3-4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:3-4"
irish-breakfast-tea-n-71,,,,,
irish-breakfast-tea-n-71,,,,,
irish-breakfast-tea-n-71,,,,,
matcha-schale-schwarz-nr-34094,Japanische Matcha Schale schwarz,London Tea,,mehr,"FR: Bol à Matcha noir, Matcha Zubehör, Porcelaine-faïence, Porzellan-steingut, Tax 7.7"
matcha-schale-schwarz-nr-34094,,,,,
matcha-schale-weiss-nr-34095,Japanische Matcha Schale weiss,London Tea,Uncategorized,mehr,"Chanoyu, FR: Bol à Matcha blanc, Matcha Zubehör, Porcelaine-faïence, Porzellan-steingut, Tax 7.7"
matcha-schale-weiss-nr-34095,,,,,
lackerli-tee-pyramidenbeutel-n-442,Läckerli Tee Beutel,London Tea,Uncategorized,Tee im Beutel,"Basler, Basler Geschenke, faible teneur en caféine, FR: Thé Läckerli, Früchte Tee, Früchtetee, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H: Schweiz, koffeinarm, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, Tee, Thé de base certifié, WAT:100, ZD:4-5, Zertifizierter Basistee"
lackerli-tee-pyramidenbeutel-n-442,,,,,
lackerli-tee-pyramidenbeutel-n-442,,,,,
lackerli-tee-pyramidenbeutel-n-442,,,,,
lackerli-tee-pyramidenbeutel-n-442,,,,,
ginger-lemongrass-bio-n-474,Ginger Lemongrass Bio,London Tea,Uncategorized,Tee im Beutel,"beruhigend, bestseller, BIO, Bioinspecta, calmant, Eistee, Erkältung, faible teneur en caféine, Galaxus, H: Deutschland, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, Pyramiden Teebeutel mit Hülle, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, sachets-pyramides, WAT:100, Wellness, ZD:4-5"
ginger-lemongrass-bio-n-474,,,,,
ginger-lemongrass-bio-n-474,,,,,
ginger-lemongrass-bio-n-474,,,,,
ginger-lemongrass-bio-n-474,,,,,
kamillenbluten-n-463-15-pyramidenbeutel-ohne-hulle,Kamillenblüten Bio,London Tea,Uncategorized,Tee im Beutel,"beruhigend, Bioinspecta, calmant, faible teneur en caféine, FR: Fleurs de camomille, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H. Egypten, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, sachets-pyramides, STK:15stk, WAT:100"
kamillenbluten-n-463-15-pyramidenbeutel-ohne-hulle,,,,,
kamillenbluten-n-463-15-pyramidenbeutel-ohne-hulle,,,,,
genmaicha-fine-quality-nr-4408,Genmaicha Fine Quality Bio,London Tea,,Tee lose,"BIO, Bioinspecta, G:50g, Grüner Tee, Grüntee, Grüntee aus Japan, Japan, Japon, P:2-3, rarität, Thé de jardin certifié, Thé vert, WAT:90, ZD:2-3"
genmaicha-fine-quality-nr-4408,,,,,
genmaicha-fine-quality-nr-4408,,,,,
premium-hojicha-uji-n-4409-50g,Premium Hojicha Uji,London Tea,,Tee lose,"belebend, G:50g, Grüner Tee, Grüntee, Grüntee aus Japan, Japan, Japon, P:3, rarität, revigorant, Thé vert, WAT:85, ZD:2-3"
premium-hojicha-uji-n-4409-50g,,,,,
emperor-of-pu-er-pu-erh-n-3801,Emperor of Pu Erh,London Tea,,Tee lose,"Aus aller Welt, China, Chine, G:50g, P:3-4, Pu Er, rarität, Tee-Raritäten, WAT:100, ZD:3-4"
emperor-of-pu-er-pu-erh-n-3801,,,,,
ceylon-silver-kandy-n-2407,Ceylon Silver Kandy,London Tea,,Tee lose,"belebend, Ceylon, G:100g, P:3-4, rarität, revigorant, Schwarzer Tee, Schwarztee, Tee-Raritäten, Thé de jardin certifié, Thé Noir, WAT:100, ZD:3-4"
ceylon-silver-kandy-n-2407,,,,,
gabalong-gamma-oolong-nr-3205,Gabalong Gamma Oolong,London Tea,,Tee lose,"beruhigend, calmant, G:50g, Oolong, P:3-4, rarität, Tee-Raritäten, WAT:85, ZD:3-4"
gabalong-gamma-oolong-nr-3205,,,,,
original-kekecha-guandong-nr-3616,Original Kekecha Guandong,London Tea,Uncategorized,Tee lose,"beruhigend, calmant, G:30g, Gelber Tee, P:3, rarität, Thé jaune, WAT:80, ZD:2-3"
original-kekecha-guandong-nr-3616,,,,,
mami-baby-tee-nr-177,Änis Fenchel Kümmel Tee (ehemaliger Mami & Baby Tee),London Tea,Uncategorized,Tee lose,"beruhigend, calmant, faible teneur en caféine, FR: Thé pour maman et bébé, Für den ganzen Tag, G:80g, Galaxus, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, P:4, WAT:100, Wellness, ZD:3-7"
ingwer-pur-nr-358,Ingwer pur Bio,London Tea,Uncategorized,Tee lose,"beruhigend, calmant, Erkältung, faible teneur en caféine, FR: Gingembre pur, G:100g, Infusion aux herbes, koffeinarm, Kräuter Tee, Kräuter Tee lose, kräutertee, P:4, schützend, WAT:100, ZD:3-6"
ingwer-pur-nr-358,,,,,
womens-tea-cistus-kraut-frauentee-n-107,Women's Tea,London Tea,Uncategorized,Tee lose,"beruhigend, calmant, faible teneur en caféine, Für den ganzen Tag, G:60g, Galaxus, GG: 60g, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter tee, kräutertee, P:4-5, WAT:100, Wellness, ZD:7-10"
womens-tea-cistus-kraut-frauentee-n-107,,,,,
earl-grey-samowar-duschka-n-73,"Earl Grey ""Samowar Duschka""",London Tea,Uncategorized,Tee lose,"belebend, Galaxus, H: Schweiz, Mandarin - Earl Grey, Mittags, Morgens, Nachmittags, P:4-5, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4-5"
earl-grey-samowar-duschka-n-73,,,,,
earl-grey-samowar-duschka-n-73,,,,,
rosamonte-yerva-mate-argentina-n-498-500g,Rosamonte Yerba Mate,London Tea,Uncategorized,Tee lose,"belebend, G:500g, Galaxus, H: Argentinien, Kräuter Tee, Kräuter Tee lose, lifestyle, mate, Mittags, Morgens, revigorant"
rosamonte-yerva-mate-argentina-n-498-500g,,,,,
original-fondue-tee-in-edelbox-n-101,"Fondue Tea ""the Original""",London Tea,Uncategorized,Tee lose,"belebend, bestseller, China, Chine, Grüntee, H: Schweiz, Oolong, Oolong Tee, P:3-4, revigorant, Schweizer, Schweizer Geschenke, Swiss Ethno, Thé vert, WAT:90, ZD:4"
original-fondue-tee-in-edelbox-n-101,,,,,
original-fondue-tee-in-edelbox-n-101,,,,,
original-fondue-tee-in-edelbox-n-101,,,,,
lackerli-tee-in-edelbox-nr-105-eb-100g,Läckerli Tee,London Tea,Uncategorized,Tee lose,"Basler, Basler Geschenke, faible teneur en caféine, FR: Thé Läckerli, Früchte Tee, G:100g, Galaxus, geschenke, koffeinarm, P:3-4, Tee, WAT:100, ZD:3-4"
lackerli-tee-in-edelbox-nr-105-eb-100g,,,,,
lackerli-tee-in-edelbox-nr-105-eb-100g,,,,,
lackerli-tee-in-edelbox-nr-105-eb-100g,,,,,
